
133,Middle East and North Africa,United Arab Emirates,Beverages,Online,M,948129403,1415.0,47.45,31.79,67141.75,44982.85,22158.9
134,Central America and the Caribbean,Haiti,Meat,Offline,M,586961162,3706.0,421.89,364.69,1563524.34,1351541.14,211983.2
135,Europe,Luxembourg,Snacks,Online,H,510956799,2326.0,152.58,97.44,354901.08,226645.44,128255.64
136,Central America and the Caribbean,Saint Lucia,Meat,Online,L,407665145,6030.0,421.89,364.69,2543996.7,2199080.7,344916.0
137,Middle East and North Africa,Iraq,Meat,Online,C,484947526,5604.0,421.89,364.69,2364271.56,2043722.76,320548.8
138,Europe,Armenia,Fruits,Online,M,120977771,8866.0,9.33,6.92,82719.78,61352.72,21367.06
139,Asia,Singapore,Personal Care,Offline,M,114242208,5663.0,81.73,56.67,462836.99,320922.21,141914.78
140,Middle East and North Africa,Jordan,Clothes,Online,M,433539664,2876.0,109.28,35.84,314289.28,103075.84,211213.44
141,Australia and Oceania,Tonga,Meat,Online,M,667981469,9416.0,421.89,364.69,3972516.24,3433921.04,538595.2
142,Europe,Bulgaria,Snacks,Offline,L,476991450,1225.0,152.58,97.44,186910.5,119364.0,67546.5
143,Sub-Saharan Africa,Sudan,Office Supplies,Online,C,940305936,6277.0,651.21,524.96,4087645.17,3295173.92,792471.25
144,Sub-Saharan Africa,Mali,Baby Food,Online,H,507973754,9577.0,255.28,159.42,2444816.56,1526765.34,918051.22
145,Asia,Myanmar,Cosmetics,Online,L,850356233,8161.0,437.2,263.33,3567989.2,2149036.13,1418953.07
146,Asia,Sri Lanka,Meat,Offline,L,108127200,6096.0,421.89,364.69,2571841.44,2223150.24,348691.2
147,Middle East and North Africa,Azerbaijan,Office Supplies,Online,C,542272984,9481.0,651.21,524.96,6174122.01,4977145.76,1196976.25
148,Sub-Saharan Africa,Tanzania,Office Supplies,Offline,C,884092414,1447.0,651.21,524.96,942300.87,759617.12,182683.75
149,Sub-Saharan Africa,Swaziland,Household,Offline,C,385196816,7153.0,668.27,502.54,4780135.31,3594668.62,1185466.69
150,Asia,Myanmar,Meat,Online,L,167510020,8792.0,421.89,364.69,3709256.88,3206354.48,502902.4
151,Europe,Denmark,Beverages,Online,H,973268353,589.0,47.45,31.79,27948.05,18724.31,9223.74
152,Sub-Saharan Africa,Seychelles,Fruits,Offline,M,915020644,3797.0,9.33,6.92,35426.01,26275.24,9150.77
153,Sub-Saharan Africa,Madagascar,Cosmetics,Offline,C,425628221,1704.0,437.2,263.33,744988.8,448714.32,296274.48
154,Central America and the Caribbean,Saint Lucia,Beverages,Online,L,908264911,4626.0,47.45,31.79,219503.7,147060.54,72443.16
155,Sub-Saharan Africa,Mauritius,Cereal,Online,C,686417043,4912.0,205.7,117.11,1010398.4,575244.32,435154.08
156,Asia,Taiwan,Household,Online,H,853883445,1941.0,668.27,502.54,1297112.07,975430.14,321681.93
157,Middle East and North Africa,Morocco,Cereal,Online,C,324775445,7126.0,205.7,117.11,1465818.2,834525.86,631292.34
158,Middle East and North Africa,Jordan,Cereal,Online,C,783516871,8909.0,205.7,117.11,1832581.3,1043332.99,789248.31
159,Asia,China,Cosmetics,Offline,H,834844052,7762.0,437.2,263.33,3393546.4,2043967.46,1349578.94
160,Asia,South Korea,Snacks,Offline,H,953805816,1191.0,152.58,97.44,181722.78,116051.04,65671.74
161,North America,United States of America,Office Supplies,Online,L,335763490,8733.0,651.21,524.96,5687016.93,4584475.68,1102541.25
162,Asia,Uzbekistan,Cosmetics,Online,H,946390902,6954.0,437.2,263.33,3040288.8,1831196.82,1209091.98
163,Europe,Finland,Vegetables,Offline,L,771674382,4453.0,154.06,90.93,686029.18,404911.29,281117.89
164,Asia,Philippines,Cereal,Online,C,567912757,6860.0,205.7,117.11,1411102.0,803374.6,607727.4
165,Middle East and North Africa,Libya,Office Supplies,Offline,L,711717355,1836.0,651.21,524.96,1195621.56,963826.56,231795.0
166,Sub-Saharan Africa,South Sudan,Office Supplies,Online,L,750012004,4074.0,651.21,524.96,2653029.54,2138687.04,514342.5
167,Middle East and North Africa,Kuwait,Snacks,Online,C,750033032,297.0,152.58,97.44,45316.26,28939.68,16376.58
168,Central America and the Caribbean,Saint Lucia,Household,Offline,H,849329268,4259.0,668.27,502.54,2846161.93,2140317.86,705844.07
169,Central America and the Caribbean,Grenada,Meat,Online,M,805762040,1748.0,421.89,364.69,737463.72,637478.12,99985.6
170,Sub-Saharan Africa,Namibia,Cereal,Online,H,447505176,5581.0,205.7,117.11,1148011.7,653590.91,494420.79
171,Australia and Oceania,Solomon Islands,Beverages,Offline,L,123045003,606.0,47.45,31.79,28754.7,19264.74,9489.96
172,Asia,Philippines,Household,Offline,H,251180350,8702.0,668.27,502.54,5815285.54,4373103.08,1442182.46
173,Asia,Turkmenistan,Household,Online,M,871022546,3782.0,668.27,502.54,2527397.14,1900606.28,626790.86
174,Europe,Kosovo,Fruits,Online,L,291995418,6788.0,9.33,6.92,63332.04,46972.96,16359.08
175,Asia,Singapore,Clothes,Online,C,943835294,692.0,109.28,35.84,75621.76,24801.28,50820.48
176,Sub-Saharan Africa,South Africa,Office Supplies,Offline,L,826591002,5501.0,651.21,524.96,3582306.21,2887804.96,694501.25
177,Middle East and North Africa,Lebanon,Cosmetics,Online,M,260623872,3250.0,437.2,263.33,1420900.0,855822.5,565077.5
178,Australia and Oceania,Samoa,Vegetables,Online,L,536607730,3007.0,154.06,90.93,463258.42,273426.51,189831.91
179,Australia and Oceania,Samoa,Personal Care,Offline,L,765528905,5870.0,81.73,56.67,479755.1,332652.9,147102.2
180,Europe,Hungary,Baby Food,Online,M,128686225,9968.0,255.28,159.42,2544631.04,1589098.56,955532.48
181,Middle East and North Africa,Pakistan,Vegetables,Offline,L,127691018,5465.0,154.06,90.93,841937.9,496932.45,345005.45
182,Australia and Oceania,Tonga,Vegetables,Offline,C,534467113,9550.0,154.06,90.93,1471273.0,868381.5,602891.5
183,Australia and Oceania,Vanuatu,Personal Care,Online,H,741250836,1450.0,81.73,56.67,118508.5,82171.5,36337.0
184,Australia and Oceania,Vanuatu,Snacks,Online,M,210591018,7417.0,152.58,97.44,1131685.86,722712.48,408973.38
185,Central America and the Caribbean,Grenada,Vegetables,Online,C,725348985,5738.0,154.06,90.93,883996.28,521756.34,362239.94
186,Sub-Saharan Africa,Mozambique,Household,Offline,H,538698565,1731.0,668.27,502.54,1156775.37,869896.74,286878.63
187,Central America and the Caribbean,Cuba,Cereal,Offline,H,224126088,2745.0,205.7,117.11,564646.5,321466.95,243179.55
188,Middle East and North Africa,Algeria,Beverages,Online,M,425430381,3159.0,47.45,31.79,149894.55,100424.61,49469.94
189,Sub-Saharan Africa,Equatorial Guinea,Vegetables,Offline,M,506722772,9383.0,154.06,90.93,1445544.98,853196.19,592348.79
190,Sub-Saharan Africa,Uganda,Office Supplies,Offline,C,802427089,4862.0,651.21,524.96,3166183.02,2552355.52,613827.5
191,Asia,Thailand,Cosmetics,Offline,H,367279660,5068.0,437.2,263.33,2215729.6,1334556.44,881173.16
192,Middle East and North Africa,Turkey,Personal Care,Offline,H,126329314,2506.0,81.73,56.67,204815.38,142015.02,62800.36
193,Asia,Kazakhstan,Personal Care,Offline,H,624937379,1713.0,81.73,56.67,140003.49,97075.71,42927.78
194,Central America and the Caribbean,Nicaragua,Snacks,Offline,H,678777682,4255.0,152.58,97.44,649227.9,414607.2,234620.7
195,Asia,Kazakhstan,Cereal,Online,L,523836553,3732.0,205.7,117.11,767672.4,437054.52,330617.88
196,Sub-Saharan Africa,Chad,Cereal,Offline,C,466412818,772.0,205.7,117.11,158800.4,90408.92,68391.48
197,Australia and Oceania,East Timor,Fruits,Online,H,433117806,8039.0,9.33,6.92,75003.87,55629.88,19373.99
198,Europe,Lithuania,Cosmetics,Offline,L,420875346,5223.0,437.2,263.33,2283495.6,1375372.59,908123.01
199,Sub-Saharan Africa,Eritrea,Cosmetics,Online,C,946921765,4048.0,437.2,263.33,1769785.6,1065959.84,703825.76
200,Sub-Saharan Africa,Zambia,Household,Offline,H,798805892,3270.0,668.27,502.54,2185242.9,1643305.8,541937.1
201,Sub-Saharan Africa,Liberia,Household,Offline,M,184389054,3674.0,668.27,502.54,2455223.98,1846331.96,608892.02
202,Central America and the Caribbean,Saint Kitts and Nevis,Household,Offline,M,281845080,3077.0,668.27,502.54,2056266.79,1546315.58,509951.21
203,Central America and the Caribbean,Jamaica,Meat,Online,H,989660298,1330.0,421.89,364.69,561113.7,485037.7,76076.0
204,Europe,Albania,Vegetables,Online,C,476633536,5310.0,154.06,90.93,818058.6,482838.3,335220.3
205,Asia,Japan,Baby Food,Offline,C,131876122,3930.0,255.28,159.42,1003250.4,626520.6,376729.8
206,Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,L,514811885,3132.0,421.89,364.69,1321359.48,1142209.08,179150.4
207,Asia,Myanmar,Office Supplies,Online,C,905177152,889.0,651.21,524.96,578925.69,466689.44,112236.25
208,Middle East and North Africa,Libya,Personal Care,Offline,H,653020751,2207.0,81.73,56.67,180378.11,125070.69,55307.42
209,Asia,Mongolia,Meat,Online,L,528704011,4121.0,421.89,364.69,1738608.69,1502887.49,235721.2
210,Asia,Singapore,Snacks,Offline,M,472900760,699.0,152.58,97.44,106653.42,68110.56,38542.86
211,Central America and the Caribbean,The Bahamas,Baby Food,Offline,L,946597325,8039.0,255.28,159.42,2052195.92,1281577.38,770618.54
212,Asia,Sri Lanka,Office Supplies,Offline,L,681092536,9272.0,651.21,524.96,6038019.12,4867429.12,1170590.0
213,Europe,Cyprus,Vegetables,Offline,C,727997720,9558.0,154.06,90.93,1472505.48,869108.94,603396.54
214,Middle East and North Africa,Afghanistan,Baby Food,Online,C,409236705,1090.0,255.28,159.42,278255.2,173767.8,104487.4
215,Europe,Moldova,Personal Care,Online,M,467045819,8092.0,81.73,56.67,661359.16,458573.64,202785.52
216,Europe,Kosovo,Cosmetics,Offline,C,813973891,1818.0,437.2,263.33,794829.6,478733.94,316095.66
217,Middle East and North Africa,Egypt,Household,Online,M,982882249,5554.0,668.27,502.54,3711571.58,2791107.16,920464.42
218,Europe,Albania,Cosmetics,Offline,L,576944720,9619.0,437.2,263.33,4205426.8,2532971.27,1672455.53
219,Asia,Singapore,Vegetables,Offline,C,619647634,6360.0,154.06,90.93,979821.6,578314.8,401506.8
220,Europe,Portugal,Baby Food,Online,L,404789817,5157.0,255.28,159.42,1316478.96,822128.94,494350.02
221,Asia,India,Snacks,Offline,M,646482598,7422.0,152.58,97.44,1132448.76,723199.68,409249.08
222,Sub-Saharan Africa,Sudan,Meat,Online,C,329149806,1597.0,421.89,364.69,673758.33,582409.93,91348.4
223,Australia and Oceania,Vanuatu,Office Supplies,Offline,M,757527768,8155.0,651.21,524.96,5310617.55,4281048.8,1029568.75
224,Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Online,C,606665313,4602.0,437.2,263.33,2011994.4,1211844.66,800149.74
225,Europe,Bosnia and Herzegovina,Baby Food,Online,C,871923768,474.0,255.28,159.42,121002.72,75565.08,45437.64
226,Europe,Kosovo,Vegetables,Offline,C,818976962,2337.0,154.06,90.93,360038.22,212503.41,147534.81
227,Europe,Switzerland,Cosmetics,Online,C,233811223,8792.0,437.2,263.33,3843862.4,2315197.36,1528665.04
228,Central America and the Caribbean,Cuba,Beverages,Offline,L,772725379,5466.0,47.45,31.79,259361.7,173764.14,85597.56
229,Europe,Lithuania,Office Supplies,Offline,C,112330758,22.0,651.21,524.96,14326.62,11549.12,2777.5
230,Middle East and North Africa,Lebanon,Clothes,Online,M,499551188,7153.0,109.28,35.84,781679.84,256363.52,525316.32
231,Asia,North Korea,Clothes,Online,M,201622998,3581.0,109.28,35.84,391331.68,128343.04,262988.64
232,Europe,Montenegro,Office Supplies,Offline,H,256095016,3061.0,651.21,524.96,1993353.81,1606902.56,386451.25
233,Sub-Saharan Africa,Eritrea,Fruits,Offline,M,420828568,1380.0,9.33,6.92,12875.4,9549.6,3325.8
